-0.100000	3.145910	0.055483
-0.090000	3.140430	0.055387
-0.080000	3.138380	0.055351
-0.070000	3.135660	0.055303
-0.060000	3.134880	0.055289
-0.050000	3.134850	0.055288
-0.040000	3.130740	0.055216
-0.030000	3.128040	0.055168
-0.020000	3.124950	0.055114
-0.010000	3.119980	0.055026
0.000000	3.120170	0.055029
0.010000	3.119200	0.055012
0.020000	3.116240	0.054960
0.030000	3.115560	0.054948
0.040000	3.112190	0.054889
0.050000	3.106570	0.054790
0.060000	3.108150	0.054817
0.070000	3.106610	0.054790
0.080000	3.101600	0.054702
0.090000	3.101630	0.054702
0.100000	3.096830	0.054618
0.110000	3.095920	0.054602
0.120000	3.090430	0.054505
0.130000	3.087790	0.054458
0.140000	3.081440	0.054346
0.150000	3.078130	0.054288
0.160000	3.076280	0.054255
0.170000	3.074280	0.054220
0.180000	3.067410	0.054099
0.190000	3.064620	0.054050
0.200000	3.057790	0.053929
0.210000	3.051230	0.053814
0.220000	3.048140	0.053759
0.230000	3.047820	0.053753
0.240000	3.038990	0.053598
0.250000	3.033410	0.053499
0.260000	3.028510	0.053413
0.270000	3.019550	0.053255
0.280000	3.376900	0.059557
0.290000	3.107120	0.054799
0.300000	3.136290	0.055314
0.310000	3.139630	0.055373
0.320000	3.136730	0.055322
0.330000	3.136980	0.055326
0.340000	3.137540	0.055336
0.350000	3.131220	0.055224
0.360000	3.130510	0.055212
0.370000	3.131960	0.055237
0.380000	3.128070	0.055169
0.390000	3.126330	0.055138
0.400000	3.126270	0.055137
0.410000	3.123310	0.055085
0.420000	3.120810	0.055041
0.430000	3.119840	0.055024
0.440000	3.119420	0.055016
0.450000	3.121310	0.055050
0.460000	3.117740	0.054987
0.470000	3.116740	0.054969
0.480000	3.110580	0.054860
0.490000	3.113750	0.054916
0.500000	3.109970	0.054850
0.510000	3.104680	0.054756
0.520000	3.100820	0.054688
0.530000	3.103470	0.054735
0.540000	3.099390	0.054663
0.550000	3.098680	0.054650
0.560000	3.094380	0.054575
0.570000	3.092190	0.054536
0.580000	3.091460	0.054523
0.590000	3.086990	0.054444
0.600000	3.082140	0.054359
0.610000	3.079300	0.054309
0.620000	3.078930	0.054302
0.630000	3.075250	0.054237
0.640000	3.068870	0.054125
0.650000	3.068500	0.054118
0.660000	3.063970	0.054038
0.670000	3.061970	0.054003
0.680000	3.056630	0.053909
0.690000	3.052150	0.053830
0.700000	3.047520	0.053748
0.710000	3.040560	0.053625
0.720000	3.035400	0.053534
0.730000	3.031540	0.053466
0.740000	3.028380	0.053411
0.750000	3.022510	0.053307
0.760000	3.013170	0.053142
0.770000	3.009590	0.053079
0.780000	3.005310	0.053004
0.790000	3.001660	0.052939
0.800000	2.995180	0.052825
0.810000	2.986620	0.052674
0.820000	2.980640	0.052569
0.830000	2.973040	0.052435
0.840000	2.966960	0.052327
0.850000	2.962840	0.052255
0.860000	2.953720	0.052094
0.870000	2.946180	0.051961
0.880000	2.940330	0.051858
0.890000	2.936580	0.051792
0.900000	2.928210	0.051644
0.910000	2.921460	0.051525
0.920000	2.915850	0.051426
0.930000	2.909500	0.051314
0.940000	2.901180	0.051167
0.950000	2.896650	0.051087
0.960000	2.888640	0.050946
0.970000	2.883110	0.050849
0.980000	2.877840	0.050756
0.990000	2.871310	0.050640
1.000000	2.865280	0.050534
1.010000	2.858410	0.050413
1.020000	2.853750	0.050331
1.030000	2.849330	0.050253
1.040000	2.841650	0.050117
1.050000	2.837200	0.050039
1.060000	2.831900	0.049945
1.070000	2.828280	0.049881
1.080000	2.821630	0.049764
1.090000	2.817060	0.049684
1.100000	2.812140	0.049597
1.110000	2.802920	0.049434
1.120000	2.801390	0.049407
1.130000	2.798480	0.049356
1.140000	2.792090	0.049243
1.150000	2.787420	0.049161
1.160000	2.784320	0.049106
1.170000	2.780000	0.049030
1.180000	2.772820	0.048903
1.190000	2.770800	0.048868
1.200000	2.767870	0.048816
1.210000	2.763740	0.048743
1.220000	2.759740	0.048673
1.230000	2.756400	0.048614
1.240000	2.752600	0.048547
1.250000	2.746670	0.048442
1.260000	2.744940	0.048412
1.270000	2.740420	0.048332
1.280000	2.738910	0.048305
1.290000	2.733550	0.048211
1.300000	2.729560	0.048140
1.310000	2.723840	0.048040
1.320000	2.720830	0.047986
1.330000	2.719380	0.047961
1.340000	2.713690	0.047860
1.350000	2.710650	0.047807
1.360000	2.702890	0.047670
1.370000	2.698880	0.047599
1.380000	2.692380	0.047485
1.390000	2.690630	0.047454
1.400000	2.683150	0.047322
1.410000	2.681140	0.047286
1.420000	2.675410	0.047185
1.430000	2.671050	0.047108
1.440000	2.668190	0.047058
1.450000	2.660810	0.046928
1.460000	2.655780	0.046839
1.470000	2.651910	0.046771
1.480000	2.647360	0.046691
1.490000	2.641140	0.046581
1.500000	2.641750	0.046592
1.510000	2.636050	0.046491
1.520000	2.633740	0.046450
1.530000	2.630750	0.046398
1.540000	2.626580	0.046324
1.550000	2.622860	0.046259
1.560000	2.621740	0.046239
1.570000	2.618760	0.046186
1.580000	2.617050	0.046156
1.590000	2.611100	0.046051
1.600000	2.613460	0.046093
1.610000	2.611710	0.046062
1.620000	2.607180	0.045982
1.630000	2.607270	0.045984
1.640000	2.602930	0.045907
1.650000	2.599170	0.045841
1.660000	2.601020	0.045873
1.670000	2.598250	0.045825
1.680000	2.599020	0.045838
1.690000	2.598160	0.045823
1.700000	2.593250	0.045736
1.710000	2.594360	0.045756
1.720000	2.593630	0.045743
1.730000	2.591570	0.045707
1.740000	2.587030	0.045627
1.750000	2.585180	0.045594
1.760000	2.585020	0.045591
1.770000	2.583340	0.045562
1.780000	2.582700	0.045550
1.790000	2.581520	0.045529
1.800000	2.583350	0.045562
1.810000	2.581350	0.045526
1.820000	2.580000	0.045503
1.830000	2.578040	0.045468
1.840000	2.577340	0.045456
1.850000	2.580340	0.045509
1.860000	2.578950	0.045484
1.870000	2.577790	0.045464
1.880000	2.577410	0.045457
1.890000	2.579330	0.045491
1.900000	2.575960	0.045431
1.910000	2.573560	0.045389
1.920000	2.575570	0.045425
1.930000	2.574840	0.045412
1.940000	2.573310	0.045385
1.950000	2.574440	0.045405
1.960000	2.574270	0.045402
1.970000	2.572720	0.045374
1.980000	2.571370	0.045350
1.990000	2.572140	0.045364
2.000000	2.567920	0.045290
2.010000	2.567080	0.045275
2.020000	2.567640	0.045285
2.030000	2.567960	0.045290
2.040000	2.566090	0.045257
2.050000	2.563050	0.045204
2.060000	2.564630	0.045232
2.070000	2.563810	0.045217
2.080000	2.559730	0.045145
2.090000	2.559080	0.045134
2.100000	2.560390	0.045157
2.110000	2.556400	0.045086
2.120000	2.554100	0.045046
2.130000	2.551760	0.045005
2.140000	2.551920	0.045007
2.150000	2.553600	0.045037
2.160000	2.552190	0.045012
2.170000	2.552460	0.045017
2.180000	2.548010	0.044938
2.190000	2.549950	0.044973
2.200000	2.549510	0.044965
2.210000	2.548380	0.044945
2.220000	2.546860	0.044918
2.230000	2.547710	0.044933
2.240000	2.545640	0.044897
2.250000	2.543180	0.044853
2.260000	2.540560	0.044807
2.270000	2.539980	0.044797
2.280000	2.536860	0.044742
2.290000	2.533890	0.044689
2.300000	2.531950	0.044655
2.310000	2.534850	0.044706
2.320000	2.533500	0.044683
2.330000	2.531320	0.044644
2.340000	2.530570	0.044631
2.350000	2.528660	0.044597
2.360000	2.525210	0.044536
2.370000	2.521940	0.044479
2.380000	2.519610	0.044438
2.390000	2.519340	0.044433
2.400000	2.517110	0.044393
2.410000	2.513900	0.044337
2.420000	2.512290	0.044308
2.430000	2.511170	0.044289
2.440000	2.509110	0.044252
2.450000	2.504120	0.044164
2.460000	2.502700	0.044139
2.470000	2.501520	0.044119
2.480000	2.498070	0.044058
2.490000	2.497400	0.044046
2.500000	2.493810	0.043983
2.510000	2.491400	0.043940
2.520000	2.490800	0.043929
2.530000	2.488840	0.043895
2.540000	2.483800	0.043806
2.550000	2.481270	0.043761
2.560000	2.477650	0.043698
2.570000	2.473470	0.043624
2.580000	2.471800	0.043594
2.590000	2.467000	0.043510
2.600000	2.466050	0.043493
2.610000	2.462840	0.043436
2.620000	2.460990	0.043404
2.630000	2.456420	0.043323
2.640000	2.456720	0.043328
2.650000	2.450240	0.043214
2.660000	2.452490	0.043254
2.670000	2.447880	0.043172
2.680000	2.443580	0.043097
2.690000	2.443470	0.043095
2.700000	2.440860	0.043049
2.710000	2.439490	0.043025
2.720000	2.437080	0.042982
2.730000	2.435240	0.042950
2.740000	2.436180	0.042966
2.750000	2.432460	0.042901
2.760000	2.430520	0.042866
2.770000	2.429750	0.042853
2.780000	2.429010	0.042840
2.790000	2.430770	0.042871
2.800000	2.432350	0.042899
2.810000	2.427450	0.042812
2.820000	2.424840	0.042766
2.830000	2.423140	0.042736
2.840000	2.423620	0.042745
2.850000	2.424170	0.042754
2.860000	2.422420	0.042723
2.870000	2.424590	0.042762
2.880000	2.423810	0.042748
2.890000	2.422120	0.042718
2.900000	2.425260	0.042774
2.910000	2.423580	0.042744
2.920000	2.420800	0.042695
2.930000	2.422010	0.042716
2.940000	2.422270	0.042721
2.950000	2.423140	0.042736
2.960000	2.422960	0.042733
2.970000	2.421970	0.042716
2.980000	2.422890	0.042732
2.990000	2.424390	0.042758
3.000000	2.422810	0.042730
3.010000	2.423260	0.042738
3.020000	2.421860	0.042714
3.030000	2.423430	0.042741
3.040000	2.422820	0.042731
3.050000	2.422870	0.042731
3.060000	2.421770	0.042712
3.070000	2.424500	0.042760
3.080000	2.423290	0.042739
3.090000	2.424370	0.042758
3.100000	2.424350	0.042757
3.110000	2.423450	0.042742
3.120000	2.421950	0.042715
3.130000	2.423600	0.042744
3.140000	2.424090	0.042753
3.150000	2.424080	0.042753
3.160000	2.423690	0.042746
3.170000	2.422820	0.042731
3.180000	2.420910	0.042697
3.190000	2.420100	0.042683
3.200000	2.420580	0.042691
3.210000	2.423000	0.042734
3.220000	2.423970	0.042751
3.230000	2.420660	0.042692
3.240000	2.419380	0.042670
3.250000	2.419000	0.042663
3.260000	2.420520	0.042690
3.270000	2.419200	0.042667
3.280000	2.419630	0.042674
3.290000	2.420760	0.042694
3.300000	2.422110	0.042718
3.310000	2.422000	0.042716
3.320000	2.419020	0.042663
3.330000	2.419800	0.042677
3.340000	2.418780	0.042659
3.350000	2.420060	0.042682
3.360000	2.418640	0.042657
3.370000	2.417660	0.042640
3.380000	2.416560	0.042620
3.390000	2.417300	0.042633
3.400000	2.417330	0.042634
3.410000	2.416120	0.042612
3.420000	2.417050	0.042629
3.430000	2.414990	0.042592
3.440000	2.413520	0.042566
3.450000	2.415350	0.042599
3.460000	2.414590	0.042585
3.470000	2.416190	0.042614
3.480000	2.414760	0.042588
3.490000	2.412510	0.042549
3.500000	2.411550	0.042532
3.510000	2.411260	0.042527
3.520000	2.411260	0.042527
3.530000	2.408700	0.042481
3.540000	2.410720	0.042517
3.550000	2.409190	0.042490
3.560000	2.407470	0.042460
3.570000	2.404750	0.042412
3.580000	2.404210	0.042402
3.590000	2.404430	0.042406
3.600000	2.402950	0.042380
3.610000	2.402340	0.042369
3.620000	2.399120	0.042313
3.630000	2.398330	0.042299
3.640000	2.396720	0.042270
3.650000	2.394510	0.042231
3.660000	2.388040	0.042117
3.670000	2.386640	0.042092
3.680000	2.382520	0.042020
3.690000	2.378550	0.041950
3.700000	2.376670	0.041917
3.710000	2.371670	0.041828
3.720000	2.365750	0.041724
3.730000	2.363870	0.041691
3.740000	2.356290	0.041557
3.750000	2.353180	0.041502
3.760000	2.346140	0.041378
3.770000	2.338190	0.041238
3.780000	2.334030	0.041165
3.790000	2.325970	0.041022
3.800000	2.315280	0.040834
3.810000	2.307730	0.040701
3.820000	2.303370	0.040624
3.830000	2.294240	0.040463
3.840000	2.284530	0.040292
3.850000	2.276830	0.040156
3.860000	2.266410	0.039972
3.870000	2.252030	0.039718
3.880000	2.239740	0.039502
3.890000	2.231750	0.039361
3.900000	2.214870	0.039063
3.910000	2.202300	0.038841
3.920000	2.187210	0.038575
3.930000	2.172860	0.038322
3.940000	2.158630	0.038071
3.950000	2.142970	0.037795
3.960000	2.125160	0.037481
3.970000	2.110820	0.037228
3.980000	2.089130	0.036845
3.990000	2.071910	0.036542
4.000000	2.055600	0.036254
4.010000	2.037260	0.035931
